"","countrycode","year","mmr","abr","scenario","edu.f","edu.m","id","parl.f","flfp","mlfp","parl.m","health","empower","lfpr","gf","gm","gfm","harm","gii"
"143","SEN",1995,509,115.0946,"SSP2",0.066,0.138,"SEN1995",0.117,0.331049995422363,0.751660003662109,0.883,0.500042674385728,0.218475417034523,0.541354999542236,0.0724364858919599,0.640197212613082,0.389610452282126,0.130147189100942,0.665955601707782
"146","SGP",1995,13,7.6202,"SSP2",0.63,0.715,"SGP1995",0.048,0.554179992675781,0.839980010986328,0.952,0.525236567584537,0.499464926807117,0.697080001831055,0.312844812680481,0.884939299285847,0.567606715429812,0.462268060751268,0.185583876679081
"147","SVK",1995,10,34.4638,"SSP2",0.962,0.971,"SVK1995",0.147,0.614869995117188,0.77322998046875,0.853,0.507253988242736,0.643070042276292,0.694049987792969,0.340237862321354,0.889469249529558,0.609478186298797,0.492200318505121,0.192423404856988
"148","SVN",1995,12,13.3108,"SSP2",0.964,0.924,"SVN1995",0.078,0.622019996643066,0.71463996887207,0.922,0.515651450952109,0.598605527708482,0.668329982757568,0.349461353202178,0.870488255523222,0.590875483483517,0.498712408358535,0.155977152041633
"151","ZAF",1995,62,82.378,"SSP2",0.518,0.535,"ZAF1995",0.237,0.491129989624023,0.67875,0.763,0.500489482393906,0.494644510333691,0.584939994812012,0.196733361863039,0.756919454188456,0.525129587598398,0.31229668989724,0.405295954993734
"153","ESP",1995,10,8.6932,"SSP2",0.59,0.652,"ESP1995",0.199,0.458120002746582,0.753840026855469,0.801,0.52875810978696,0.532660737786107,0.605980014801025,0.376195839037031,0.816719797568012,0.554696394535505,0.515118722693007,0.0713501516007506
"154","LKA",1995,70,29.2132,"SSP2",0.591,0.591,"LKA1995",0.053,0.393419990539551,0.78963996887207,0.947,0.501222539321755,0.462549341404655,0.59152997970581,0.16949224713248,0.839072106997146,0.515689718981919,0.282017139191602,0.453126310626546
"155","SDN",1995,648,109.7376,"SSP2",0.129,0.235,"SDN1995",0.053,0.285739994049072,0.755149993896484,0.947,0.500035156816728,0.277216453856519,0.520444993972778,0.0654354153083095,0.708893043597054,0.4162920588959,0.119811457743707,0.712193746713609
"156","SUR",1995,177,91.454,"SSP2",0.514,0.554,"SUR1995",0.157,0.358559989929199,0.716210021972656,0.843,0.500154441509232,0.483732006491487,0.537385005950928,0.136291386277475,0.788078878153326,0.506599588557946,0.232392509652293,0.541269841308385
"157","SWE",1995,10,8.877,"SSP2",0.736,0.761,"SWE1995",0.404,0.768219985961914,0.812210006713867,0.596,0.528162667567872,0.609379122789343,0.790214996337891,0.519988845035235,0.817826661623709,0.633578132793555,0.635753942303718,0.01
"158","CHE",1995,10,6.0328,"SSP2",0.85,0.901,"CHE1995",0.203,0.689010009765625,0.901470031738281,0.797,0.541440127304071,0.631398711850295,0.795240020751953,0.488436206670421,0.91414330579077,0.647814681440039,0.636685028786854,0.0171803032133276
"159","SYR",1995,89,65.9658,"SSP2",0.2,0.303,"SYR1995",0.096,0.243959999084473,0.843050003051758,0.904,0.500425825012968,0.330965046654088,0.543505001068116,0.111739040837294,0.761294959916391,0.448168982732626,0.194875270703973,0.565174569833554
"160","TJK",1995,129,53.111,"SSP2",0.861,0.907,"TJK1995",0.028,0.315090007781982,0.579199981689453,0.972,0.500364893241725,0.547102604351685,0.447144994735717,0.12318071178833,0.816247326501572,0.496517616902918,0.214057751260682,0.5688818604345
"161","TZA",1995,961,136.9136,"SSP2",0.057,0.1,"TZA1995",0.175,0.864449996948242,0.905189971923828,0.825,0.500019000718817,0.193551527052046,0.884819984436035,0.0909641879431266,0.63824717727708,0.440770659744315,0.159234040929875,0.638737204009348
"162","THA",1995,23,47.5328,"SSP2",0.326,0.381,"THA1995",0.066,0.70609001159668,0.862639999389648,0.934,0.502286750458082,0.37160916358442,0.784365005493164,0.214763302144186,0.801349258272769,0.527050361422822,0.338742811735018,0.357285685526237
"164","TGO",1995,563,101.1818,"SSP2",0.048,0.193,"TGO1995",0.012,0.812490005493164,0.833990020751953,0.988,0.500043886324771,0.230336895645239,0.823240013122559,0.0636904949244481,0.714122407239771,0.456001250916029,0.116950514518816,0.74353027698086
"165","TON",1995,100,23.3114,"SSP2",0.624,0.646,"TON1995",0.001,0.471570014953613,0.761230010986328,0.999,0.501072436661891,0.414159636373064,0.61640001296997,0.0917173362504049,0.84879921311515,0.503860493575544,0.165546481645382,0.671443814793625
"166","TTO",1995,77,49.0074,"SSP2",0.592,0.585,"TTO1995",0.194,0.490060005187988,0.808079986572266,0.806,0.500662502651998,0.512779085442152,0.649069995880127,0.204477218244015,0.821737806175773,0.550286638332246,0.327468720949126,0.404912461727973
"167","TUN",1995,112,12.629,"SSP2",0.216,0.363,"TUN1995",0.067,0.246900005340576,0.775660018920898,0.933,0.501767473954504,0.351130482428339,0.511280012130737,0.135674207803695,0.767105647890639,0.448273725588397,0.230568837846424,0.485651679576395
"168","TUR",1995,86,56.9144,"SSP2",0.318,0.523,"TUR1995",0.024,0.326269989013672,0.807220001220703,0.976,0.500510762960549,0.400908877705957,0.566744995117187,0.108812469705011,0.832381761737103,0.48448714982417,0.192465087877226,0.602744700355674
"169","TKM",1995,74,25.8288,"SSP2",0.902,0.942,"TKM1995",0.18,0.547779998779297,0.781119995117188,0.82,0.501307988903231,0.640912429730624,0.664449996948243,0.251802037034245,0.882165449119666,0.597661400129112,0.391776765739493,0.344483740032637
"170","UGA",1995,684,178.045,"SSP2",0.063,0.14,"UGA1995",0.181,0.645459976196289,0.776019973754883,0.819,0.500020528353844,0.222699827905943,0.710739974975586,0.0854795012113966,0.64051055284319,0.429344746220918,0.150829952206357,0.648697338132217
"171","UKR",1995,52,49.2028,"SSP2",0.773,0.858,"UKR1995",0.038,0.673000030517578,0.746289978027344,0.962,0.500977117624951,0.539950759293744,0.709645004272461,0.193196838873061,0.878509097308565,0.576860849581505,0.316738341724511,0.450927651002326
"172","ARE",1995,12,33.4634,"SSP2",0.648,0.595,"ARE1995",0.001,0.319230003356934,0.929509963989258,0.999,0.506225707290154,0.398216248732867,0.624369983673096,0.108643859027817,0.894880597986959,0.501150763540146,0.193763651408433,0.613362553735966
"173","GBR",1995,11,30.3954,"SSP2",1,1,"GBR1995",0.116,0.659329986572266,0.831269989013672,0.884,0.507477207974652,0.64040023460099,0.745299987792969,0.3386443619849,0.921133855475864,0.623351553412215,0.495224925255592,0.205544732270674
"174","USA",1995,12,54.6384,"SSP2",0.904,0.904,"USA1995",0.112,0.690690002441406,0.833730010986328,0.888,0.503812947182446,0.607079596912049,0.762210006713867,0.300523839593924,0.907344151580899,0.61545532800714,0.451503889925859,0.266390476482119
"175","URY",1995,36,68.6114,"SSP2",0.451,0.428,"URY1995",0.069,0.591619987487793,0.863099975585938,0.931,0.50101214148734,0.403824500001753,0.727359981536866,0.187961436051075,0.816743981910646,0.52795483630162,0.30559479222764,0.421172473069166
"178","VEN",1995,90,94.435,"SSP2",0.614,0.572,"VEN1995",0.063,0.491549987792969,0.838889999389648,0.937,0.500294147061765,0.464386511503339,0.665219993591309,0.149123057994276,0.850010470936792,0.536648727885052,0.253732173093741,0.527191326636128
"179","VNM",1995,107,31.3726,"SSP2",0.355,0.467,"VNM1995",0.262,0.790920028686523,0.853349990844727,0.738,0.500744741780449,0.446020496457591,0.822135009765625,0.236125786161612,0.794214728088851,0.568379124814761,0.364024464645138,0.359539348381634
"181","ZMB",1995,596,159.16,"SSP2",0.205,0.403,"ZMB1995",0.097,0.739530029296875,0.855370025634766,0.903,0.500026354805683,0.372131444307,0.79745002746582,0.102304052797422,0.802078377114072,0.529416631406195,0.181462766029144,0.657240148373963
"182","ZWE",1995,449,101.1452,"SSP2",0.474,0.569,"ZWE1995",0.147,0.745130004882813,0.902789993286133,0.853,0.500055048867672,0.480320792331085,0.823959999084473,0.14290958573366,0.856786197972901,0.58275379532988,0.244960442187011,0.579650198505621
"194","AGO",2000,827,196.6992,"SSP2",0.044,0.135,"AGO2000",0.155,0.759179992675781,0.805950012207031,0.845,0.500015368515007,0.210166599382091,0.782565002441406,0.0789213120444569,0.648088698653444,0.434866370763652,0.140707857295705,0.676434264050786
"195","ALB",2000,23,19.0372,"SSP2",0.803,0.851,"ALB2000",0.052,0.56898998260498,0.783769989013672,0.948,0.505709644914899,0.551267182739542,0.676379985809326,0.259975768225939,0.889581739621141,0.573435675007761,0.402362986765057,0.298329343113138
"198","ARE",2000,10,26.3898,"SSP2",0.699,0.602,"ARE2000",0.001,0.344309997558594,0.923460006713867,0.999,0.509473357130406,0.400968578727233,0.633885002136231,0.121010593394562,0.894677180606776,0.505918738124814,0.213186412779754,0.578615305750625
"199","ARG",2000,66,66.3552,"SSP2",0.46,0.436,"ARG2000",0.213,0.578470001220703,0.816699981689453,0.787,0.500570848823887,0.449396136054345,0.697584991455078,0.205295786886551,0.78210378119848,0.539383104860818,0.32522317484802,0.397046047758688
"200","ARM",2000,43,39.3926,"SSP2",0.917,0.938,"ARM2000",0.031,0.530390014648438,0.707480010986328,0.969,0.501475899912261,0.560988546325543,0.618935012817383,0.19011064459483,0.876985663625555,0.558405521575782,0.312482216512074,0.440402710148226
"203","AUS",2000,10,17.9326,"SSP2",0.874,0.906,"AUS2000",0.25,0.653369979858398,0.824440002441406,0.75,0.513941090527865,0.645878867771427,0.738904991149902,0.416250168265674,0.879193756804491,0.625966376218452,0.565002532530581,0.097391562876207
"204","AUT",2000,10,13.9232,"SSP2",0.79,0.901,"AUT2000",0.251,0.623370018005371,0.798190002441406,0.749,0.517955642381062,0.633394794352782,0.710780010223389,0.420573846021533,0.868766760177691,0.615508546831016,0.566771225333054,0.0791822010415433
"206","BDI",2000,1000,76.266,"SSP2",0.027,0.057,"BDI2000",0.144,0.856139984130859,0.837710037231445,0.856,0.500032780006818,0.14162147076243,0.846925010681152,0.084868685308761,0.569844039218897,0.391433067700056,0.147734762523311,0.622579759570757
"207","BEL",2000,10,10.6408,"SSP2",0.771,0.792,"BEL2000",0.249,0.565029983520508,0.738099975585938,0.751,0.523494474099692,0.604690837677172,0.651564979553223,0.423386564500725,0.828767254746418,0.590837077385517,0.560456575484879,0.0514194234983918
"208","BEN",2000,520,118.5246,"SSP2",0.06,0.157,"BEN2000",0.06,0.65265998840332,0.81379997253418,0.94,0.500040562822466,0.222080712201928,0.73322998046875,0.0793068632125176,0.678698893714626,0.433429796229092,0.142018658392555,0.672337574324286
"209","BFA",2000,516,139.304,"SSP2",0.04,0.092,"BFA2000",0.105,0.699710006713867,0.890350036621094,0.895,0.50003477977115,0.175878439944141,0.795030021667481,0.0811730806750766,0.634534739859667,0.41196986451258,0.1439334268872,0.650621467039842
"210","BGD",2000,434,112.2538,"SSP2",0.193,0.313,"BGD2000",0.091,0.273859996795654,0.880800018310547,0.909,0.500051315578302,0.332963409539909,0.5773300075531,0.0804132323361583,0.777398697152181,0.458083946039209,0.145750227766621,0.681826379145481
"211","BGR",2000,19,44.808,"SSP2",0.873,0.924,"BGR2000",0.108,0.561440010070801,0.666839981079102,0.892,0.50293650569917,0.607458008929291,0.614139995574952,0.26535213889544,0.84595386915417,0.572486963242212,0.403985341500847,0.294332679275483
"213","BHS",2000,75,51.222,"SSP2",0.856,0.863,"BHS2000",0.196,0.741039962768555,0.848870010375977,0.804,0.500650762042352,0.621291239146779,0.794954986572266,0.24925806344659,0.89089161412389,0.627659658767094,0.389531169189144,0.379391101932061
"216","BLZ",2000,89,97.2162,"SSP2",0.364,0.355,"BLZ2000",0.135,0.423610000610352,0.840589981079102,0.865,0.500288942456509,0.387909460823635,0.632099990844727,0.147244749943867,0.775179263466172,0.496873330369178,0.247480714186501,0.501923933001954
"218","BOL",2000,331,86.5276,"SSP2",0.489,0.58,"BOL2000",0.102,0.610769996643066,0.827149963378906,0.898,0.500087288565621,0.472513143059811,0.718959980010986,0.136598824306811,0.842000094010902,0.553844875530602,0.235063049335544,0.575579625774552
"219","BRA",2000,69,82.21,"SSP2",0.488,0.45,"BRA2000",0.059,0.538880004882813,0.820579986572266,0.941,0.500440723562316,0.4102062072631,0.67972999572754,0.156583875909955,0.811286027611777,0.51867713365759,0.262502863686143,0.493899293699274
"222","BTN",2000,423,77.1602,"SSP2",0.121,0.222,"BTN2000",0.093,0.58640998840332,0.757149963378906,0.907,0.500076596036359,0.277402509195479,0.671779975891113,0.102878088771241,0.69778347274538,0.453375439665177,0.179318287532688,0.604481690351121
"223","BWA",2000,262,59.1762,"SSP2",0.403,0.432,"BWA2000",0.17,0.509630012512207,0.695800018310547,0.83,0.500161247000193,0.430271473740426,0.602715015411377,0.150188241546169,0.746887375117603,0.506199293617413,0.250087505263204,0.505950505232784
"224","CAF",2000,1000,149.054,"SSP2",0.07,0.161,"CAF2000",0.073,0.673990020751953,0.797699966430664,0.927,0.500016772444886,0.228904628361253,0.735844993591309,0.0733495352172096,0.67545661557987,0.438337367728219,0.132329118182148,0.698111254196801
"227","CHE",2000,10,5.4812,"SSP2",0.863,0.908,"CHE2000",0.224,0.717699966430664,0.893040008544922,0.776,0.545610450266365,0.63954096079782,0.805369987487793,0.512717533648584,0.90840928993788,0.655011354965316,0.655476151670954,0.01
"229","CHL",2000,31,60.3632,"SSP2",0.742,0.767,"CHL2000",0.089,0.423660011291504,0.802239990234375,0.911,0.501335998775584,0.546441748613838,0.612950000762939,0.199656054724234,0.875293545234106,0.551695283262771,0.325145766785349,0.410642474841528
"230","CHN",2000,59,9.911,"SSP2",0.554,0.685,"CHN2000",0.218,0.76822998046875,0.878249969482422,0.782,0.504275338649574,0.539708731157751,0.823239974975586,0.326835994174191,0.863022798325571,0.607367022923799,0.474118300530669,0.219387482961596
"232","CMR",2000,886,154.7712,"SSP2",0.17,0.276,"CMR2000",0.056,0.790199966430664,0.866999969482422,0.944,0.500018231237006,0.30400279792579,0.828599967956543,0.0869957123087228,0.762055391649673,0.501267380377779,0.156163866476792,0.688461941490986
"234","COG",2000,739,122.1396,"SSP2",0.218,0.394,"COG2000",0.12,0.672639999389648,0.70879997253418,0.88,0.50002769740471,0.375284940023985,0.690719985961914,0.104620557796086,0.747316170526267,0.506079882253879,0.183545636691719,0.637318844064145
"235","COL",2000,94,97.6814,"SSP2",0.426,0.407,"COL2000",0.122,0.572649993896484,0.861500015258789,0.878,0.500272270306126,0.412878962352727,0.717075004577637,0.162717665040243,0.801554858154183,0.529092075157766,0.270519239702973,0.488710467601866
"237","CPV",2000,118,96.512,"SSP2",0.215,0.262,"CPV2000",0.111,0.549150009155273,0.820110015869141,0.889,0.500219521310075,0.318549398994912,0.684630012512207,0.135971122976194,0.734217188406738,0.477820142323767,0.229449957693482,0.519798481961004
"238","CRI",2000,40,74.9312,"SSP2",0.42,0.406,"CRI2000",0.193,0.418040008544922,0.846460037231445,0.807,0.500834098479672,0.428555294400527,0.632250022888184,0.190145741192202,0.785420226282187,0.513881759739688,0.306169579614193,0.404202282312402
"240","CUB",2000,46,52.9062,"SSP2",0.721,0.76,"CUB2000",0.276,0.416699981689453,0.757829971313477,0.724,0.501027248717295,0.593935658055806,0.587264976501465,0.228404409894163,0.825307804692275,0.559085568673394,0.357790181232302,0.360043969510299
"243","CYP",2000,14,9.5572,"SSP2",0.702,0.779,"CYP2000",0.071,0.574169998168945,0.791549987792969,0.929,0.51868449217045,0.53697675960738,0.682859992980957,0.327242441135571,0.876499442352959,0.575082485188886,0.476560334244251,0.17131829516991
"244","CZE",2000,10,13.4416,"SSP2",0.988,0.991,"CZE2000",0.15,0.636129989624023,0.787580032348633,0.85,0.518598976312344,0.651381902394406,0.711855010986328,0.405740315750755,0.897457026849226,0.621850942125122,0.558832473860116,0.101340150823999
"245","DEU",2000,10,12.6676,"SSP2",0.94,0.95,"DEU2000",0.304,0.635089988708496,0.794049987792969,0.696,0.519735387918785,0.673853648961732,0.714569988250732,0.456908886591325,0.864313749783969,0.630179418158288,0.597798769422826,0.0513832216705765
"248","DNK",2000,10,7.1736,"SSP2",0.993,0.997,"DNK2000",0.374,0.754089965820313,0.841689987182617,0.626,0.534850005576001,0.699712557580453,0.797889976501465,0.555676038265972,0.872828601006762,0.668392488692861,0.67904566181821,0.01
"249","DOM",2000,80,107.8534,"SSP2",0.511,0.462,"DOM2000",0.145,0.408110008239746,0.777220001220703,0.855,0.50028974515407,0.450351088831616,0.592665004730225,0.155800887618065,0.787558224399477,0.511125286918906,0.260139047472441,0.491046414391715
"250","DZA",2000,161,11.7556,"SSP2",0.491,0.627,"DZA2000",0.04,0.127159996032715,0.787730026245117,0.96,0.501320898151567,0.45798890917129,0.457445011138916,0.109008903145598,0.848624558299605,0.471812984380753,0.193200501041496,0.590514658482602
"256","ECU",2000,122,84.1908,"SSP2",0.452,0.451,"ECU2000",0.146,0.538720016479492,0.852360000610352,0.854,0.500243397179724,0.438748423875692,0.695540008544922,0.162841655177735,0.808748377567234,0.534449100204165,0.271097726380084,0.492752955751031
"257","EGY",2000,64,55.6848,"SSP2",0.396,0.538,"EGY2000",0.02,0.215990009307861,0.759410018920898,0.98,0.500701493046576,0.407553660359492,0.487700014114379,0.100603396883858,0.820024508809834,0.463417202157808,0.179219531808836,0.613265258660369
"260","ESP",2000,10,9.3164,"SSP2",0.641,0.697,"ESP2000",0.259,0.518359985351563,0.785690002441406,0.741,0.526834399553476,0.56305881725857,0.652024993896484,0.410546260610528,0.826530542750872,0.57831445007494,0.548598151197617,0.0513843271138611
"261","EST",2000,29,26.2586,"SSP2",0.897,0.924,"EST2000",0.178,0.660550003051758,0.752030029296875,0.822,0.503282996677345,0.635545658993604,0.706290016174316,0.311572447822098,0.868631735679013,0.609042165115241,0.458635412287052,0.246956223137243
"262","ETH",2000,1000,110.6438,"SSP2",0.034,0.071,"ETH2000",0.077,0.729240036010742,0.905579986572266,0.923,0.500022595030178,0.153580267889904,0.817410011291504,0.0707886985374621,0.614307211477158,0.397424833519378,0.12694867205299,0.68057186832337
"265","FIN",2000,10,10.1402,"SSP2",0.76,0.789,"FIN2000",0.365,0.715830001831055,0.767559967041016,0.635,0.524654346068125,0.617255946994846,0.741694984436035,0.491035948943599,0.815979459721752,0.621614734055281,0.613114804410917,0.0136739513700268
"267","FRA",2000,10,7.6438,"SSP2",0.688,0.747,"FRA2000",0.091,0.623610000610352,0.750619964599609,0.909,0.532706245584657,0.537122212846243,0.68711498260498,0.383581608773628,0.852028492118691,0.581473740595132,0.529005807725002,0.0902326781196174
