"","countrycode","year","mmr","abr","scenario","edu.f","edu.m","id","parl.f","flfp","mlfp","parl.m","health","empower","lfpr","gf","gm","gfm","harm","gii"
"2388","GMB",2008,675,100.9386,"SSP2",0.163,0.3122,"GMB2008",0.094,0.507809982299805,0.698499984741211,0.906,0.500036692639919,0.327810758005334,0.603154983520508,0.0913186493267489,0.718867720898979,0.462400184648855,0.162051675341819,0.649542364554027
"2389","GNB",2008,827,117.664,"SSP2",0.0954,0.2278,"GNB2008",0.1,0.667710037231445,0.791220016479492,0.9,0.500025691584571,0.27523213312501,0.729465026855469,0.0871155824035297,0.710229095951106,0.46476346060641,0.155195169700986,0.666077084677672
"2390","GNQ",2008,314,173.0264,"SSP2",0.192,0.4408,"GNQ2008",0.06,0.548320007324219,0.683280029296875,0.94,0.500046014847674,0.375516528615805,0.615800018310547,0.0927711857359701,0.760491706780091,0.48718387845741,0.165369238482459,0.660560938498058
"2391","GRC",2008,10,10.7582,"SSP2",0.645,0.7038,"GRC2008",0.147,0.555839996337891,0.787460021972656,0.853,0.523238088156011,0.541368727462846,0.671650009155274,0.373685434767323,0.848156289906177,0.575146542444579,0.518796576584292,0.0979749710756842
"2394","GTM",2008,125,87.0182,"SSP2",0.2724,0.3046,"GTM2008",0.12,0.430229988098145,0.863519973754883,0.88,0.500229836976632,0.349265876135272,0.646874980926514,0.133110280810747,0.764644480022675,0.483483919693339,0.226747984854388,0.531012355078514
"2396","GUY",2008,192,90.6756,"SSP2",0.7542,0.7702,"GUY2008",0.3,0.385110015869141,0.801190032958984,0.7,0.500143597983728,0.604964742599503,0.593150024414062,0.163743583502175,0.837906266373024,0.564065810901974,0.273951570425418,0.51432693644851
"2399","HND",2008,76,92.1836,"SSP2",0.2506,0.2278,"HND2008",0.234,0.429059982299805,0.849710006713867,0.766,0.500356839360169,0.329941773571423,0.639384994506836,0.157746941664118,0.708033803317989,0.472599431584167,0.258010281969333,0.454061378989655
"2401","HRV",2008,10,13.8968,"SSP2",0.8626,0.9396,"HRV2008",0.209,0.588349990844727,0.723280029296875,0.791,0.51798975303667,0.643351048747937,0.655815010070801,0.406180190661308,0.854322950143818,0.602351752286995,0.550588169981236,0.0859358043024263
"2402","HTI",2008,484,61.4516,"SSP2",0.2616,0.3204,"HTI2008",0.041,0.611679992675781,0.704769973754883,0.959,0.500084054593472,0.328939051154305,0.658224983215332,0.105119172094919,0.731028513450282,0.476625859572488,0.183807510180613,0.614356824144035
"2403","HUN",2008,14,19.6982,"SSP2",0.9284,0.9646,"HUN2008",0.111,0.546599998474121,0.678560028076172,0.889,0.509065367829113,0.623523294881321,0.612580013275146,0.322087445829542,0.856520169204077,0.579334892623533,0.468136112615493,0.191942141624637
"2408","IDN",2008,239,51.299,"SSP2",0.4632,0.537,"IDN2008",0.116,0.521839981079102,0.844189987182617,0.884,0.500203907503967,0.460395239845928,0.683014984130859,0.151170044138586,0.834739869993202,0.539803934112117,0.255982136262892,0.525786827241381
"2411","IND",2008,240,41.2576,"SSP2",0.3502,0.5176,"IND2008",0.091,0.29681999206543,0.84359001159668,0.909,0.500252478735231,0.432222762586817,0.570205001831055,0.118970176240136,0.833304067019932,0.497709544124696,0.208213825831491,0.581655951167926
"2413","IRL",2008,10,15.1788,"SSP2",0.8076,0.7888,"IRL2008",0.133,0.657799987792969,0.835350036621094,0.867,0.516470340211347,0.577356023938806,0.746575012207032,0.381065565250647,0.884003189373647,0.606067290620624,0.532561054584084,0.121283951756031
"2414","IRN",2008,28,32.1422,"SSP2",0.5564,0.6346,"IRN2008",0.028,0.163010005950928,0.73181999206543,0.972,0.502777834569062,0.455101342645994,0.447414999008179,0.128960490053476,0.831436613326558,0.467805072205936,0.223287789448001,0.5226905334842
"2415","IRQ",2008,90,74.977,"SSP2",0.2634,0.3848,"IRQ2008",0.255,0.128909997940063,0.753160018920898,0.745,0.500370483985459,0.397293649705163,0.44103500843048,0.108749290161991,0.738801284612441,0.444247975182124,0.189591318001885,0.573230878713268
"2416","ISL",2008,10,13.312,"SSP2",0.976,0.9738,"ISL2008",0.333,0.816480026245117,0.897180023193359,0.667,0.518780048076923,0.688012809653962,0.856830024719238,0.50341209458127,0.89755099422812,0.673738691205735,0.6450391585718,0.042597423910112
"2417","ISR",2008,10,13.539,"SSP2",0.7798,0.7594,"ISR2008",0.142,0.651839981079102,0.769970016479492,0.858,0.518465174680553,0.569979733372149,0.710904998779297,0.389189542904264,0.853396619067968,0.594470339301334,0.534583516629455,0.100739799301446
"2418","ITA",2008,10,6.778,"SSP2",0.7206,0.8048,"ITA2008",0.213,0.513969993591309,0.742539978027344,0.787,0.536884036588964,0.593812713903243,0.628254985809326,0.426063801275892,0.839170864406519,0.585089057104115,0.565176307773984,0.0340337066440606
"2419","JAM",2008,79,71.3732,"SSP2",0.8068,0.7702,"JAM2008",0.133,0.62265998840332,0.778369979858398,0.867,0.500443381684165,0.572370708701595,0.700514984130859,0.204798229670667,0.860001339874308,0.585441169866487,0.330816722617431,0.434927470692101
"2420","JOR",2008,55,30.1072,"SSP2",0.6108,0.6124,"JOR2008",0.064,0.156560001373291,0.705510025024414,0.936,0.501509756651384,0.477409451099104,0.431035013198853,0.133988624790366,0.811371162762093,0.46905919020103,0.229996045367057,0.509665197544717
"2421","JPN",2008,10,4.987,"SSP2",0.9544,0.96,"JPN2008",0.094,0.620849990844727,0.851360015869141,0.906,0.550130338881091,0.616065764623441,0.736105003356934,0.436682088806613,0.925985789028992,0.629521857506325,0.593484905802121,0.0572449570646442
"2422","KAZ",2008,30,28.7044,"SSP2",0.9316,0.9528,"KAZ2008",0.159,0.734540023803711,0.804300003051758,0.841,0.502903155381521,0.640012813837697,0.769420013427734,0.312318685123321,0.896270249489408,0.627979552153302,0.463221096634281,0.262362771134945
"2423","KEN",2008,513,94.9042,"SSP2",0.449,0.5226,"KEN2008",0.098,0.615369987487793,0.708040008544922,0.902,0.500051349617266,0.448170757295034,0.661704998016357,0.122760045362141,0.786288499111385,0.529306846460064,0.212364482415062,0.598787576931361
"2424","KGZ",2008,81,32.6004,"SSP2",0.9048,0.9186,"KGZ2008",0.256,0.57242000579834,0.799380035400391,0.744,0.500946742909009,0.653990815194764,0.685900020599366,0.256893058580468,0.871032437593974,0.607959534854563,0.396767672643708,0.347378156115894
"2425","KHM",2008,284,47.3456,"SSP2",0.1576,0.2742,"KHM2008",0.163,0.824830017089844,0.895419998168945,0.837,0.500185926821107,0.31967223921877,0.860125007629394,0.153336587772764,0.754178963950047,0.51617779973586,0.254856743077436,0.506261712131263
"2428","KOR",2008,15,1.9524,"SSP2",0.781,0.8884,"KOR2008",0.137,0.547210006713867,0.760749969482422,0.863,0.585365020829065,0.601355931063217,0.653979988098145,0.471161650042778,0.873341046337315,0.612878342697341,0.612099640335787,0.00127056596277642
"2429","KWT",2008,10,12.5684,"SSP2",0.5888,0.55,"KWT2008",0.031,0.518740005493164,0.834359970092773,0.969,0.519891155596576,0.432568584750307,0.676549987792968,0.270390542800223,0.847680574683177,0.533853914835386,0.410000414330875,0.231998861603742
"2431","LAO",2008,336,71.1644,"SSP2",0.2534,0.3742,"LAO2008",0.252,0.811549987792969,0.81625,0.748,0.500104553346764,0.390878152625642,0.813899993896485,0.161264684834862,0.7558610415616,0.541864979521705,0.265816755845073,0.509440975352005
"2432","LBN",2008,23,15.3332,"SSP2",0.652,0.6428,"LBN2008",0.047,0.240279998779297,0.744800033569336,0.953,0.50708890852359,0.47886727203636,0.492540016174316,0.19204514976125,0.835361951901298,0.492697391179639,0.312295312925387,0.36615188447076
"2433","LBR",2008,738,140.7524,"SSP2",0.1532,0.352,"LBR2008",0.125,0.543320007324219,0.593940010070801,0.875,0.500024067325853,0.346680501025722,0.56863000869751,0.0903569023594855,0.690779297554189,0.461937656141765,0.159809973082686,0.654044282907213
"2435","LCA",2008,93,47.3608,"SSP2",0.5416,0.462,"LCA2008",0.111,0.649710006713867,0.805090026855469,0.889,0.500567594306475,0.443030874532777,0.727400016784668,0.196527408754653,0.802057378321813,0.544364769080589,0.315699298195028,0.4200592761941
"2440","LKA",2008,42,22.2006,"SSP2",0.7006,0.6936,"LKA2008",0.058,0.398470001220703,0.808610000610352,0.942,0.502681180216923,0.504947276750388,0.603540000915528,0.202618563057623,0.86784007415025,0.535075303543759,0.328533028136047,0.386005995866002
"2443","LSO",2008,623,87.3072,"SSP2",0.247,0.2148,"LSO2008",0.25,0.638959999084473,0.769749984741211,0.75,0.500045962315725,0.324934058801787,0.704354991912842,0.129124216530054,0.676029767733434,0.485510826823597,0.21683259554239,0.553392872902559
"2445","LTU",2008,13,17.8216,"SSP2",0.8602,0.9048,"LTU2008",0.177,0.654869995117188,0.715930023193359,0.823,0.510790708595619,0.626565231690994,0.685400009155273,0.375836372321164,0.851691401988479,0.603093242351608,0.52153053244029,0.135240629779377
"2446","LUX",2008,10,8.9816,"SSP2",0.7518,0.8144,"LUX2008",0.233,0.582649993896484,0.740810012817383,0.767,0.527834684243342,0.604438585464514,0.661730003356933,0.43333124459198,0.836580625963337,0.595447729780926,0.570931782363301,0.0411722913556909
"2447","LVA",2008,29,17.585,"SSP2",0.9506,0.9498,"LVA2008",0.2,0.704179992675781,0.785459976196289,0.8,0.504902297216476,0.653857769825701,0.744819984436035,0.350328766319037,0.881376997747587,0.626489772412075,0.501372527905434,0.199711551594724
"2450","MAR",2008,106,32.894,"SSP2",0.2244,0.311,"MAR2008",0.105,0.274139995574951,0.790599975585938,0.895,0.500716997192813,0.340541651090811,0.532369985580445,0.13110594951939,0.747164397626857,0.449426535911014,0.223069577872564,0.50365730536941
"2452","MDA",2008,29,26.8846,"SSP2",0.8544,0.9044,"MDA2008",0.218,0.46984001159668,0.513019981384277,0.782,0.50320655306576,0.636276835392236,0.491429996490478,0.284240543918254,0.755624408050806,0.539864396922554,0.413090358196168,0.23482570706468
"2453","MDG",2008,491,131.4256,"SSP2",0.1162,0.1556,"MDG2008",0.079,0.879599990844727,0.911940002441406,0.921,0.500038741688792,0.237185587806349,0.895769996643066,0.101610915706158,0.701509611894444,0.473619404348874,0.177510178339545,0.625205013330094
"2454","MDV",2008,72,14.4272,"SSP2",0.3132,0.3158,"MDV2008",0.12,0.441180000305176,0.78052001953125,0.88,0.502406719406553,0.360515970532852,0.610850009918213,0.203213870333271,0.743778833837369,0.480070306086999,0.319212967175771,0.335070377966841
"2456","MEX",2008,49,69.43,"SSP2",0.5596,0.5872,"MEX2008",0.232,0.455229988098145,0.839810028076172,0.768,0.50073484672567,0.515929059461916,0.647520008087158,0.20717977734879,0.826199440532237,0.550998393553854,0.331285578756182,0.398754002494559
"2459","MKD",2008,10,20.1614,"SSP2",0.6686,0.7992,"MKD2008",0.317,0.500859985351563,0.765319976806641,0.683,0.512399932544367,0.599597604120577,0.633089981079102,0.371697468738497,0.826914066504986,0.579399520071659,0.512863186022524,0.114836708944644
"2460","MLI",2008,661,184.1562,"SSP2",0.0568,0.1278,"MLI2008",0.102,0.62523998260498,0.834739990234375,0.898,0.500020537718851,0.207442324606051,0.729989986419677,0.0755571726002249,0.656374355800912,0.423058772885652,0.135514835929928,0.679678464045097
"2461","MLT",2008,10,17.0822,"SSP2",0.7396,0.8238,"MLT2008",0.087,0.406609992980957,0.773919982910156,0.913,0.514635117256559,0.560458749376908,0.590264987945556,0.29222771892923,0.875549654542877,0.554238509731432,0.438199753084104,0.209366102517049
"2464","MNE",2008,10,17.6396,"SSP2",0.8472,0.9428,"MNE2008",0.111,0.519539985656738,0.665739974975586,0.889,0.514172656976349,0.611081501924545,0.592639980316162,0.336002899320685,0.847855355192847,0.571039767483515,0.481276971230696,0.157191847860945
"2465","MNG",2008,80,20.6802,"SSP2",0.861,0.8394,"MNG2008",0.042,0.564529991149902,0.664680023193359,0.958,0.501511107242677,0.543452261103113,0.61460500717163,0.202844682088517,0.841575895292431,0.551246717916146,0.326897417823829,0.406985280457387
"2467","MOZ",2008,471,168.4914,"SSP2",0.1208,0.2052,"MOZ2008",0.348,0.850650024414063,0.823690032958984,0.652,0.500031502234692,0.285403190426375,0.837170028686524,0.125100264610193,0.670386760766523,0.492519338113731,0.210853372808553,0.571888134147001
"2469","MUS",2008,53,33.5722,"SSP2",0.4646,0.5058,"MUS2008",0.171,0.457529983520508,0.797779998779297,0.829,0.501405025923852,0.464701423568262,0.627654991149903,0.213031157684852,0.802385873180129,0.526859187145283,0.336675841113133,0.360975666121783
"2470","MWI",2008,493,152.471,"SSP2",0.2402,0.4062,"MWI2008",0.13,0.742289962768555,0.810770034790039,0.87,0.500033258743727,0.385589155710285,0.776529998779297,0.114799032319305,0.784047591456543,0.530999338785976,0.200274223456256,0.622835267715882
"2471","MYS",2008,29,12.8266,"SSP2",0.7204,0.7708,"MYS2008",0.108,0.455219993591309,0.787330017089844,0.892,0.506720946825482,0.554060384406793,0.621275005340577,0.275098630152297,0.867501091363475,0.558731658051057,0.417728724059417,0.252362528523048
"2473","NAM",2008,284,80.6428,"SSP2",0.399,0.3944,"NAM2008",0.269,0.536829986572266,0.64359001159668,0.731,0.500109158125727,0.432277906159281,0.590209999084473,0.154318903390535,0.701744168460807,0.503436620271348,0.253000962425301,0.497452207014786
"2475","NER",2008,709,207.843,"SSP2",0.0224,0.0534,"NER2008",0.124,0.694830017089844,0.921989974975586,0.876,0.500016965176065,0.134493044421452,0.808409996032715,0.067066792264722,0.584228797474228,0.378825099903399,0.120321255087808,0.682383096794561
"2476","NGA",2008,996,121.9508,"SSP2",0.2658,0.4372,"NGA2008",0.07,0.485250015258789,0.610369987487793,0.93,0.500020582400121,0.387026309212789,0.547810001373291,0.0843703835317004,0.730115509237148,0.473281405800772,0.151261368879873,0.680398665517092
"2477","NIC",2008,116,100.6512,"SSP2",0.3404,0.3146,"NIC2008",0.185,0.482200012207031,0.831679992675781,0.815,0.500214122873229,0.378652388990463,0.656940002441406,0.152425090400055,0.749557244232448,0.499237790859215,0.253333854390167,0.492558738483787
"2478","NLD",2008,10,5.1248,"SSP2",0.8354,0.8874,"NLD2008",0.413,0.733509979248047,0.853809967041016,0.587,0.548782391507961,0.654560428464179,0.793659973144532,0.575214655285925,0.850968193234417,0.658154917872329,0.686432846164802,0.01
"2479","NOR",2008,10,8.3382,"SSP2",0.992,0.9936,"NOR2008",0.361,0.772910003662109,0.826859970092773,0.639,0.529982490225708,0.697618624463442,0.799884986877441,0.54308449487039,0.870153883188038,0.666247682193582,0.668771934653966,0.01
"2480","NPL",2008,342,86.3322,"SSP2",0.2622,0.4214,"NPL2008",0.332,0.818099975585938,0.889280014038086,0.668,0.50008467224883,0.412802130004599,0.853689994812012,0.164385725500097,0.778498911386165,0.560654382817153,0.271452314191619,0.515829497617343
"2482","NZL",2008,10,28.6666,"SSP2",0.8326,0.8544,"NZL2008",0.336,0.715589981079102,0.841949996948242,0.664,0.508720950513838,0.641062462986612,0.778769989013672,0.413480151478606,0.859146027607945,0.633280904395096,0.558278362452917,0.118434870563201
"2484","OMN",2008,18,13.8746,"SSP2",0.489,0.5148,"OMN2008",0.01,0.269720001220703,0.810609970092773,0.99,0.510010298595195,0.391913843745029,0.540164985656738,0.155694653065447,0.833328565460063,0.476173614145711,0.262369577293163,0.449004376767342
"2486","PAK",2008,205,43.1674,"SSP2",0.2322,0.403,"PAK2008",0.225,0.2055299949646,0.831969985961914,0.775,0.500282507678276,0.393716049741262,0.518749990463257,0.116452165076548,0.774706163363172,0.46750419579009,0.20246954361015,0.566913954070567
"2487","PAN",2008,84,87.7162,"SSP2",0.6124,0.5704,"PAN2008",0.167,0.525610008239746,0.869800033569336,0.833,0.50033929769828,0.504552189628623,0.697705020904541,0.183634087687648,0.843225813561202,0.560549779485274,0.301589345926676,0.461975801322031
"2488","PER",2008,108,69.7044,"SSP2",0.6344,0.7106,"PER2008",0.292,0.729769973754883,0.879830017089844,0.708,0.500332090200162,0.5698497760887,0.804799995422363,0.225374967091515,0.854560212006156,0.612212559992893,0.356681555312472,0.417389353598671
"2489","PHL",2008,148,55.1214,"SSP2",0.6368,0.6158,"PHL2008",0.205,0.489749984741211,0.777900009155273,0.795,0.500306448890846,0.530497545278104,0.633824996948242,0.183662561572102,0.816474065597115,0.552030339999292,0.299870466236575,0.456786258818746
"2492","POL",2008,10,15.6194,"SSP2",0.9564,0.9568,"POL2008",0.202,0.56882999420166,0.708880004882813,0.798,0.516005736455946,0.656668503134142,0.638854999542237,0.398457428475317,0.852435612668826,0.600437310789584,0.543066898596108,0.095547713579013
"2495","PRK",2008,118,0.561,"SSP2",0.9042,0.9522,"PRK2008",0.201,0.819020004272461,0.905810012817383,0.799,0.537765491404574,0.649278821625048,0.862415008544922,0.513886787498878,0.924467252614335,0.670265435851371,0.660576594280642,0.0144552307973659
"2496","PRT",2008,10,15.2716,"SSP2",0.489,0.4926,"PRT2008",0.283,0.689550018310547,0.793249969482422,0.717,0.51637025589984,0.483152735450905,0.741399993896484,0.403388689666612,0.77828551654793,0.569769782556504,0.531367398993173,0.0673998248749224
"2497","PRY",2008,158,77.2654,"SSP2",0.4202,0.419,"PRY2008",0.125,0.568499984741211,0.876129989624023,0.875,0.500204784868908,0.417339498725841,0.722314987182617,0.155071077751306,0.809518033885261,0.532256923422915,0.260282502589565,0.510983340684978
"2502","QAT",2008,11,14.4488,"SSP2",0.6428,0.468,"QAT2008",0.01,0.495190010070801,0.939179992675781,0.99,0.515729522678197,0.380425471727058,0.717185001373291,0.215145628141474,0.861449424809939,0.520124837521597,0.34430230216042,0.338039106532528
"2503","ROU",2008,28,40.6178,"SSP2",0.846,0.9054,"ROU2008",0.114,0.549690017700195,0.704339981079102,0.886,0.502198191785023,0.603100909182146,0.627014999389649,0.252022557523788,0.857642871949893,0.574796814525452,0.389568502883571,0.322250066390511
"2504","RUS",2008,30,28.9984,"SSP2",0.8938,0.9414,"RUS2008",0.14,0.686399993896484,0.77713996887207,0.86,0.502873721768557,0.626759995315767,0.731769981384277,0.296372524518597,0.887588887074063,0.613260416193738,0.444367454244863,0.275401701282347
"2505","RWA",2008,427,40.445,"SSP2",0.0998,0.1204,"RWA2008",0.563,0.850630035400391,0.858740005493164,0.437,0.500144759573168,0.233208988737213,0.854685020446778,0.169292586909047,0.581842203327785,0.463677156276496,0.262274023396421,0.434360697208848
"2507","SAU",2008,20,11.9372,"SSP2",0.565,0.695,"SAU2008",0.01,0.184050006866455,0.754919967651367,0.99,0.510471467345776,0.452327137826887,0.469484987258911,0.14147008342922,0.855533403322129,0.476813572086312,0.242792294215218,0.490802467822228
"2508","SDN",2008,454,104.2976,"SSP2",0.2262,0.311,"SDN2008",0.181,0.238969993591309,0.742409973144531,0.819,0.500052797072315,0.353514410890976,0.49068998336792,0.0889039980709891,0.720922612056487,0.442666569818106,0.158287963645732,0.642421690640037
"2509","SEN",2008,492,91.5394,"SSP2",0.1314,0.2066,"SEN2008",0.22,0.353790016174316,0.692050018310547,0.78,0.500055509439793,0.28572798147277,0.522920017242432,0.0964175306718102,0.652504205023114,0.421180981356774,0.16800912886558,0.60109991594501
"2510","SGP",2008,11,5.5506,"SSP2",0.7528,0.8186,"SGP2008",0.245,0.624809989929199,0.826070022583008,0.755,0.540945614397133,0.607808617592558,0.725440006256103,0.477091304663131,0.865981742885825,0.620165096237567,0.615234383985046,0.00795064456615535
"2511","SLB",2008,159,65.6974,"SSP2",0.2094,0.3196,"SLB2008",0.01,0.641849975585938,0.817570037841797,0.99,0.500239328655932,0.304129122375517,0.729710006713868,0.0968611761203079,0.771877976959381,0.480612853231188,0.172123032338549,0.641867604702296
"2512","SLE",2008,1000,142.1864,"SSP2",0.136,0.262,"SLE2008",0.132,0.637150001525879,0.638279991149902,0.868,0.500017582553606,0.305433305224001,0.637714996337891,0.0894587913666633,0.672678033962359,0.460089970241156,0.157916431531036,0.656770541100332
"2513","SLV",2008,57,80.6998,"SSP2",0.4164,0.4548,"SLV2008",0.167,0.496879997253418,0.830510025024414,0.833,0.500543491422814,0.439604362627008,0.663695011138916,0.182808822343482,0.799574992415028,0.526612045180515,0.297580966914894,0.434914241635154
"2515","SOM",2008,1000,123.7696,"SSP2",0.105,0.2206,"SOM2008",0.082,0.179389991760254,0.775859985351563,0.918,0.500020198821035,0.27140104275865,0.477624988555909,0.0530881507184786,0.704156430192306,0.401694020405184,0.0987325987872318,0.754209438597962
"2516","SRB",2008,12,21.5944,"SSP2",0.827,0.9092,"SRB2008",0.216,0.546879997253418,0.708669967651367,0.784,0.509647562948419,0.633465603786326,0.627774982452392,0.356755073837386,0.842643595779024,0.587397821596542,0.501280159543431,0.146608752853465
"2521","STP",2008,150,104.8588,"SSP2",0.1284,0.1892,"STP2008",0.073,0.435429992675781,0.785019989013672,0.927,0.500158943900432,0.25780463540687,0.610224990844726,0.102055889033406,0.6901768417058,0.428511929489369,0.177817978070237,0.585033774247238
"2522","SUR",2008,169,71.0692,"SSP2",0.6288,0.648,"SUR2008",0.255,0.421360015869141,0.703059997558594,0.745,0.500208147825053,0.547619547742701,0.562210006713868,0.169485235407447,0.78756427770406,0.536013948982998,0.278941716549656,0.479599892728716
"2523","SVK",2008,10,21.3824,"SSP2",0.97,0.9748,"SVK2008",0.193,0.613390007019043,0.763840026855469,0.807,0.511691858724933,0.659809146705615,0.688615016937256,0.385736732870961,0.878278625228863,0.614895209269599,0.53604463786812,0.128234161224221
"2524","SVN",2008,10,5.0788,"SSP2",0.9714,0.9574,"SVN2008",0.133,0.677689971923828,0.757239990234375,0.867,0.549224226195164,0.635259099386117,0.717464981079102,0.476348853870894,0.883615381388827,0.630231969286827,0.619000357912908,0.0178213926320308
"2525","SWE",2008,10,5.8922,"SSP2",0.8484,0.863,"SWE2008",0.47,0.769889984130859,0.817129974365234,0.53,0.542428973897695,0.653885553546949,0.793509979248046,0.585077049903916,0.820625153780504,0.655338483122848,0.683116157593552,0.01
"2526","SWZ",2008,474,89.5948,"SSP2",0.3756,0.405,"SWZ2008",0.138,0.384889984130859,0.662460021972656,0.862,0.500058867943266,0.409261745916446,0.523675003051758,0.110374679940974,0.731498780428146,0.475001203479247,0.191807789573434,0.596195150310153
"2531","TCD",2008,1000,192.508,"SSP2",0.0342,0.141,"TCD2008",0.052,0.644120025634766,0.793820037841797,0.948,0.500012986473289,0.203888712907952,0.718970031738281,0.058065616992579,0.662082223399147,0.418499636972379,0.106767557007678,0.744880168164339
"2534","TGO",2008,473,92.5394,"SSP2",0.0814,0.2546,"TGO2008",0.111,0.805210037231445,0.814079971313477,0.889,0.500057115264008,0.285403063377647,0.809645004272461,0.104977522859383,0.728924224341964,0.487069528605856,0.18352440123894,0.623206974650531
"2535","THA",2008,43,44.2646,"SSP2",0.4574,0.4942,"THA2008",0.117,0.71129997253418,0.858669967651367,0.883,0.501313454428228,0.445962203712462,0.784984970092774,0.228477673417459,0.827788391836666,0.559873078514523,0.358112737065578,0.360367999804998
"2536","TJK",2008,26,45.7672,"SSP2",0.9444,0.9624,"TJK2008",0.175,0.311919994354248,0.58734001159668,0.825,0.502100933554027,0.648794842616044,0.449630002975464,0.226529862155325,0.80586963069657,0.527130202528885,0.35364902369832,0.329104987720863
"2539","TLS",2008,269,50.5006,"SSP2",0.3466,0.4204,"TLS2008",0.292,0.287639999389648,0.609679985046387,0.708,0.500184031086708,0.431848825938597,0.448659992218018,0.135407751033791,0.692867153683427,0.459331578139037,0.226542135977156,0.506800431847116
"2541","TON",2008,60,18.5084,"SSP2",0.7536,0.7642,"TON2008",0.031,0.479090003967285,0.769850006103516,0.969,0.502251230072111,0.506686905232322,0.624470005035401,0.190825369763715,0.87174709253575,0.541656664249267,0.313110808299293,0.421938602503372
"2544","TTO",2008,72,37.4314,"SSP2",0.7208,0.7128,"TTO2008",0.268,0.590620002746582,0.817689971923828,0.732,0.50092762285734,0.580926153675899,0.704154987335205,0.250995663347114,0.839027159421272,0.58955101290393,0.386399576314073,0.344586697577197
"2545","TUN",2008,47,6.6636,"SSP2",0.4136,0.5382,"TUN2008",0.228,0.268799991607666,0.733249969482422,0.772,0.507982395306096,0.47583490070397,0.501024980545044,0.245241812323413,0.778952275187374,0.49475262987293,0.373038020839748,0.246011040031141
"2546","TUR",2008,27,37.0598,"SSP2",0.4762,0.6764,"TUR2008",0.091,0.261229991912842,0.73693000793457,0.909,0.502498464443753,0.496145432979349,0.499079999923706,0.175833520009106,0.832920071065553,0.499234551113552,0.290368766520409,0.418372054032047
"2548","TZA",2008,666,131.392,"SSP2",0.0956,0.1414,"TZA2008",0.304,0.871460037231445,0.903369979858398,0.696,0.500028569119534,0.2420938363335,0.887415008544922,0.116671257650569,0.656848167965959,0.475373651913144,0.198147064712639,0.583176173279283
"2549","UGA",2008,455,146.9648,"SSP2",0.1394,0.2022,"UGA2008",0.307,0.668479995727539,0.766920013427734,0.693,0.500037386540821,0.290601831537048,0.717700004577636,0.119140351192459,0.659683702124289,0.470704038313108,0.201829790983778,0.571217209635404
"2550","UKR",2008,33,29.9194,"SSP2",0.9094,0.9478,"UKR2008",0.082,0.615320014953613,0.718649978637695,0.918,0.502532055313862,0.602928774641169,0.666984996795654,0.256675260250915,0.875183329444746,0.586834018618314,0.39693635034902,0.323596898346833
"2552","URY",2008,19,61.013,"SSP2",0.5484,0.5118,"URY2008",0.121,0.668820037841797,0.857229995727539,0.879,0.502156572326691,0.464161245112423,0.763025016784668,0.251992470697119,0.831535214620557,0.562361527093155,0.386774820880481,0.312231007551817
"2553","USA",2008,14,37.2522,"SSP2",0.9376,0.9318,"USA2008",0.17,0.681549987792969,0.799260025024414,0.83,0.504793580743457,0.639333749980491,0.740405006408692,0.335246046139205,0.889125018022171,0.620540694071954,0.486904102098406,0.215355081866802
"2555","VCT",2008,70,58.044,"SSP2",0.5452,0.4226,"VCT2008",0.182,0.62,0.845999984741211,0.818,0.500615296769938,0.451476790373352,0.732999992370605,0.213186258086387,0.792326018907083,0.549221889926043,0.335974056249901,0.388272640962758
"2556","VEN",2008,116,89.4832,"SSP2",0.7298,0.6746,"VEN2008",0.186,0.538540000915527,0.825120010375977,0.814,0.500240846596209,0.554731090862818,0.681830005645752,0.183298484183158,0.848758552488372,0.574089040089097,0.301487515865123,0.474841888954484
"2559","VNM",2008,49,31.849,"SSP2",0.463,0.5446,"VNM2008",0.258,0.772770004272461,0.83995002746582,0.742,0.501601946942236,0.490652217182941,0.80636001586914,0.277545945962369,0.811268736193661,0.583293747757352,0.413595357422446,0.2909312691716
"2560","VUT",2008,99,54.6456,"SSP2",0.2758,0.3258,"VUT2008",0.038,0.61648998260498,0.795609970092773,0.962,0.500462114520703,0.331106365090026,0.706049976348877,0.13947828076495,0.763697022888521,0.489092938987343,0.235877016005456,0.517725574828713
"2562","WSM",2008,60,30.9894,"SSP2",0.625,0.5752,"WSM2008",0.082,0.259109992980957,0.416699981689453,0.918,0.501344545769414,0.476521916654045,0.337904987335205,0.162635854604026,0.671508354428016,0.432186561544302,0.261852408525079,0.394121817232308
"2564","YEM",2008,208,74.8144,"SSP2",0.0296,0.2184,"YEM2008",0.003,0.120959997177124,0.709820022583008,0.997,0.500160653975294,0.238027353593562,0.415390009880066,0.0306860740171959,0.691895831307203,0.367054720168757,0.0587658410354195,0.839898963815528
"2565","ZAF",2008,191,68.2016,"SSP2",0.6554,0.6642,"ZAF2008",0.33,0.516230010986328,0.669929962158203,0.67,0.500191916395445,0.566077491425646,0.593079986572266,0.188067242685236,0.764549155456159,0.551707144693653,0.301877338757764,0.452830470547218
"2566","ZMB",2008,356,146.5064,"SSP2",0.2882,0.4486,"ZMB2008",0.152,0.726429977416992,0.840210037231445,0.848,0.500047932867848,0.413037959712772,0.783320007324219,0.12816509020831,0.803227326938839,0.544895984477704,0.221057635685328,0.594312232091016
